,cell_color,cell_age,cell_center,cell_radius,cell_direction_pause,cell_direction_angle,cell_cycle,cell_direction_remember,cell_vision_radius,cell_vision_nconsidered,cell_mutational_rate,cell_mutation_information
129,#39A1C5,24,"(58.13381598823076, 117.71151196292176)",6.25,0.25030245012975016,-2.8864639300942687,0.5840264208690304,0.8453182524349607,3.5475910004614373,2.712575161512502,1e-10,"[['cell_direction_pause', 0.3036426267625189, 1, (0, 1, False)], ['cell_direction_angle', 1, 6.283185307179586, None], ['cell_cycle', 0.4371996038480324, 1, (0.5000000001, 5, False)], ['cell_direction_remember', 1, 1, (0, 1, False)], ['cell_vision_radius', 0.5427751273173951, 1, (1.01, 5, False)], ['cell_vision_nconsidered', 0.5877162713964401, 1, (1, 5, False)], ['cell_mutational_rate', 0.7217929466719811, 1, (1e-10, 5, False)]]"
130,#8F5FB7,23,"(339.78580388095213, 292.814890843142)",6.25,1.0,-1.039765404951316,0.5000000001,0.7768089319379741,2.3001368050014657,1.0585424435400088,1e-10,"[['cell_direction_pause', 1, 1, (0, 1, False)], ['cell_direction_angle', 1, 6.283185307179586, None], ['cell_cycle', 0.5439028616515055, 1, (0.5000000001, 5, False)], ['cell_direction_remember', 1, 1, (0, 1, False)], ['cell_vision_radius', 1, 1, (1.01, 5, False)], ['cell_vision_nconsidered', 0.9037663193916018, 1, (1, 5, False)], ['cell_mutational_rate', 0.6122933889658047, 1, (1e-10, 5, False)]]"
131,#39A1C5,23,"(460.6061580003401, 190.2445923006519)",6.25,0.25030245012975016,-0.35630279215862565,0.5840264208690304,0.8453182524349607,3.5475910004614373,2.712575161512502,1e-10,"[['cell_direction_pause', 0.3036426267625189, 1, (0, 1, False)], ['cell_direction_angle', 1, 6.283185307179586, None], ['cell_cycle', 0.4371996038480324, 1, (0.5000000001, 5, False)], ['cell_direction_remember', 1, 1, (0, 1, False)], ['cell_vision_radius', 0.5427751273173951, 1, (1.01, 5, False)], ['cell_vision_nconsidered', 0.5877162713964401, 1, (1, 5, False)], ['cell_mutational_rate', 0.7217929466719811, 1, (1e-10, 5, False)]]"
132,#8F5FB7,23,"(327.97323932371046, 327.5985550513559)",6.25,1.0,-1.039765404951316,0.5000000001,0.7768089319379741,2.3001368050014657,1.0585424435400088,1e-10,"[['cell_direction_pause', 1, 1, (0, 1, False)], ['cell_direction_angle', 1, 6.283185307179586, None], ['cell_cycle', 0.5439028616515055, 1, (0.5000000001, 5, False)], ['cell_direction_remember', 1, 1, (0, 1, False)], ['cell_vision_radius', 1, 1, (1.01, 5, False)], ['cell_vision_nconsidered', 0.9037663193916018, 1, (1, 5, False)], ['cell_mutational_rate', 0.6122933889658047, 1, (1e-10, 5, False)]]"
133,#39A1C5,23,"(265.78917344909223, 397.8620313045998)",6.25,0.25030245012975016,2.3991900806146664,0.5840264208690304,0.8453182524349607,3.5475910004614373,2.712575161512502,1e-10,"[['cell_direction_pause', 0.3036426267625189, 1, (0, 1, False)], ['cell_direction_angle', 1, 6.283185307179586, None], ['cell_cycle', 0.4371996038480324, 1, (0.5000000001, 5, False)], ['cell_direction_remember', 1, 1, (0, 1, False)], ['cell_vision_radius', 0.5427751273173951, 1, (1.01, 5, False)], ['cell_vision_nconsidered', 0.5877162713964401, 1, (1, 5, False)], ['cell_mutational_rate', 0.7217929466719811, 1, (1e-10, 5, False)]]"
134,#39A1C5,21,"(323.6302193967029, 410.1645949248888)",6.25,0.25030245012975016,1.8055670756772997,0.5840264208690304,0.8453182524349607,3.5475910004614373,2.712575161512502,1e-10,"[['cell_direction_pause', 0.3036426267625189, 1, (0, 1, False)], ['cell_direction_angle', 1, 6.283185307179586, None], ['cell_cycle', 0.4371996038480324, 1, (0.5000000001, 5, False)], ['cell_direction_remember', 1, 1, (0, 1, False)], ['cell_vision_radius', 0.5427751273173951, 1, (1.01, 5, False)], ['cell_vision_nconsidered', 0.5877162713964401, 1, (1, 5, False)], ['cell_mutational_rate', 0.7217929466719811, 1, (1e-10, 5, False)]]"
135,#39A1C5,22,"(221.5672712732025, 253.73666340607357)",6.25,0.25030245012975016,-1.0684315553193418,0.5840264208690304,0.8453182524349607,3.5475910004614373,2.712575161512502,1e-10,"[['cell_direction_pause', 0.3036426267625189, 1, (0, 1, False)], ['cell_direction_angle', 1, 6.283185307179586, None], ['cell_cycle', 0.4371996038480324, 1, (0.5000000001, 5, False)], ['cell_direction_remember', 1, 1, (0, 1, False)], ['cell_vision_radius', 0.5427751273173951, 1, (1.01, 5, False)], ['cell_vision_nconsidered', 0.5877162713964401, 1, (1, 5, False)], ['cell_mutational_rate', 0.7217929466719811, 1, (1e-10, 5, False)]]"
136,#39A1C5,21,"(307.02778015649335, 237.1190458607383)",6.25,0.25030245012975016,-2.0248209730492444,0.5840264208690304,0.8453182524349607,3.5475910004614373,2.712575161512502,1e-10,"[['cell_direction_pause', 0.3036426267625189, 1, (0, 1, False)], ['cell_direction_angle', 1, 6.283185307179586, None], ['cell_cycle', 0.4371996038480324, 1, (0.5000000001, 5, False)], ['cell_direction_remember', 1, 1, (0, 1, False)], ['cell_vision_radius', 0.5427751273173951, 1, (1.01, 5, False)], ['cell_vision_nconsidered', 0.5877162713964401, 1, (1, 5, False)], ['cell_mutational_rate', 0.7217929466719811, 1, (1e-10, 5, False)]]"
137,#39A1C5,21,"(205.26015020183542, 110.26810045762208)",6.25,0.659503697223712,-1.4916880685647456,0.5997852696650943,0.6036145902891301,3.722230386864583,3.0632323370834618,1e-10,"[['cell_direction_pause', 1, 1, (0, 1, False)], ['cell_direction_angle', 1, 6.283185307179586, None], ['cell_cycle', 1, 1, (0.5000000001, 5, False)], ['cell_direction_remember', 1, 1, (0, 1, False)], ['cell_vision_radius', 1, 1, (1.01, 5, False)], ['cell_vision_nconsidered', 1, 1, (1, 5, False)], ['cell_mutational_rate', 1, 1, (1e-10, 5, False)]]"
138,#39A1C5,20,"(285.5863139326864, 230.01055370268097)",6.25,0.25030245012975016,3.0805740217638795,0.5840264208690304,0.8453182524349607,3.5475910004614373,2.712575161512502,1e-10,"[['cell_direction_pause', 0.3036426267625189, 1, (0, 1, False)], ['cell_direction_angle', 1, 6.283185307179586, None], ['cell_cycle', 0.4371996038480324, 1, (0.5000000001, 5, False)], ['cell_direction_remember', 1, 1, (0, 1, False)], ['cell_vision_radius', 0.5427751273173951, 1, (1.01, 5, False)], ['cell_vision_nconsidered', 0.5877162713964401, 1, (1, 5, False)], ['cell_mutational_rate', 0.7217929466719811, 1, (1e-10, 5, False)]]"
