round,clone,count
281,#B9BD8B,43
281,#893664,1
282,#5A1A82,111
282,#B9BD8B,42
282,#7C1151,8
282,#893664,1
283,#5A1A82,112
283,#B9BD8B,42
283,#7C1151,7
283,#893664,1
284,#B9BD8B,43
284,#5A1A82,112
284,#7C1151,5
284,#893664,1
285,#B9BD8B,44
285,#5A1A82,110
285,#7C1151,5
285,#893664,1
286,#B9BD8B,44
286,#5A1A82,109
286,#7C1151,4
286,#893664,1
287,#5A1A82,110
287,#B9BD8B,44
287,#7C1151,4
287,#893664,1
288,#5A1A82,110
288,#7C1151,4
288,#B9BD8B,43
288,#893664,1
289,#5A1A82,108
289,#7C1151,4
289,#B9BD8B,43
289,#893664,1
290,#5A1A82,108
290,#B9BD8B,43
290,#7C1151,3
290,#893664,1
291,#5A1A82,106
291,#B9BD8B,46
291,#7C1151,3
291,#893664,1
292,#5A1A82,107
292,#B9BD8B,46
292,#7C1151,3
292,#893664,1
293,#5A1A82,109
293,#B9BD8B,46
293,#7C1151,3
293,#893664,1
294,#5A1A82,107
294,#B9BD8B,45
294,#7C1151,2
294,#893664,1
295,#5A1A82,105
295,#B9BD8B,47
295,#7C1151,2
295,#893664,1
296,#5A1A82,105
296,#B9BD8B,48
296,#7C1151,2
296,#893664,1
297,#B9BD8B,48
297,#5A1A82,104
297,#7C1151,2
297,#893664,1
298,#B9BD8B,48
298,#5A1A82,104
298,#7C1151,2
298,#893664,1
299,#B9BD8B,48
299,#5A1A82,103
299,#7C1151,2
299,#893664,1
300,#B9BD8B,47
300,#5A1A82,107
300,#7C1151,2
300,#893664,1
301,#B9BD8B,48
301,#5A1A82,106
301,#7C1151,1
301,#893664,1
302,#B9BD8B,49
302,#5A1A82,103
302,#7C1151,1
302,#893664,1
303,#5A1A82,101
303,#7C1151,1
303,#B9BD8B,49
303,#893664,1
304,#5A1A82,100
304,#B9BD8B,50
304,#893664,1
305,#5A1A82,97
305,#B9BD8B,53
305,#893664,1
306,#5A1A82,97
306,#B9BD8B,54
306,#893664,1
307,#5A1A82,98
307,#B9BD8B,54
308,#B9BD8B,54
308,#5A1A82,95
309,#B9BD8B,56
309,#5A1A82,95
310,#B9BD8B,58
310,#5A1A82,93
311,#B9BD8B,60
311,#5A1A82,89
312,#B9BD8B,61
312,#5A1A82,88
313,#B9BD8B,62
313,#5A1A82,85
314,#B9BD8B,62
314,#5A1A82,85
315,#5A1A82,86
315,#B9BD8B,64
316,#5A1A82,84
316,#B9BD8B,65
317,#5A1A82,83
317,#B9BD8B,64
318,#5A1A82,84
318,#B9BD8B,64
319,#B9BD8B,65
319,#5A1A82,83
320,#B9BD8B,67
320,#5A1A82,84
321,#B9BD8B,66
321,#5A1A82,83
322,#B9BD8B,69
322,#5A1A82,82
323,#B9BD8B,68
323,#5A1A82,81
324,#5A1A82,80
324,#B9BD8B,66
325,#5A1A82,80
325,#B9BD8B,66
326,#5A1A82,80
326,#B9BD8B,66
327,#5A1A82,80
327,#B9BD8B,66
328,#5A1A82,80
328,#B9BD8B,67
329,#5A1A82,81
329,#B9BD8B,67
330,#5A1A82,80
330,#B9BD8B,68
331,#B9BD8B,68
331,#5A1A82,81
332,#B9BD8B,69
332,#5A1A82,78
333,#B9BD8B,71
333,#5A1A82,76
334,#B9BD8B,74
334,#5A1A82,75
335,#B9BD8B,76
335,#5A1A82,74
336,#5A1A82,74
336,#B9BD8B,74
337,#5A1A82,74
337,#B9BD8B,75
338,#5A1A82,74
338,#B9BD8B,76
339,#5A1A82,69
339,#B9BD8B,76
340,#B9BD8B,79
340,#5A1A82,70
341,#B9BD8B,80
341,#5A1A82,69
342,#B9BD8B,82
342,#5A1A82,67
343,#B9BD8B,83
343,#5A1A82,67
344,#B9BD8B,82
344,#5A1A82,68
345,#B9BD8B,84
345,#5A1A82,67
346,#B9BD8B,84
346,#5A1A82,67
347,#B9BD8B,82
347,#5A1A82,65
348,#B9BD8B,83
348,#5A1A82,65
349,#B9BD8B,83
349,#5A1A82,66
350,#B9BD8B,87
350,#5A1A82,62
351,#5A1A82,61
351,#B9BD8B,87
352,#5A1A82,60
352,#B9BD8B,88
353,#5A1A82,59
353,#B9BD8B,89
354,#5A1A82,58
354,#B9BD8B,91
355,#B9BD8B,93
355,#5A1A82,56
356,#B9BD8B,95
356,#5A1A82,56
357,#B9BD8B,96
357,#5A1A82,55
358,#B9BD8B,97
358,#5A1A82,54
359,#B9BD8B,97
359,#5A1A82,53
360,#B9BD8B,99
360,#5A1A82,52
361,#B9BD8B,100
361,#5A1A82,50
362,#B9BD8B,103
362,#5A1A82,49
363,#B9BD8B,106
363,#5A1A82,49
364,#B9BD8B,107
364,#5A1A82,47
365,#B9BD8B,109
365,#5A1A82,45
366,#B9BD8B,108
366,#5A1A82,44
367,#B9BD8B,108
367,#5A1A82,44
368,#B9BD8B,108
368,#5A1A82,42
369,#B9BD8B,109
369,#5A1A82,41
370,#B9BD8B,106
370,#5A1A82,38
371,#B9BD8B,107
371,#5A1A82,36
372,#B9BD8B,108
372,#5A1A82,35
373,#B9BD8B,106
373,#5A1A82,34
374,#5A1A82,34
374,#B9BD8B,108
375,#5A1A82,32
375,#B9BD8B,111
376,#B9BD8B,114
376,#5A1A82,30
377,#B9BD8B,118
377,#5A1A82,29
378,#B9BD8B,120
378,#5A1A82,28
379,#B9BD8B,119
379,#5A1A82,27
380,#B9BD8B,121
380,#5A1A82,26
381,#B9BD8B,121
381,#5A1A82,25
382,#B9BD8B,122
382,#5A1A82,25
383,#B9BD8B,124
383,#5A1A82,24
384,#B9BD8B,123
384,#5A1A82,22
385,#B9BD8B,121
385,#5A1A82,23
386,#B9BD8B,123
386,#5A1A82,21
387,#B9BD8B,121
387,#5A1A82,22
388,#5A1A82,22
388,#B9BD8B,121
389,#5A1A82,20
389,#B9BD8B,124
390,#5A1A82,20
390,#B9BD8B,124
391,#5A1A82,20
391,#B9BD8B,126
392,#B9BD8B,126
392,#5A1A82,16
393,#B9BD8B,129
393,#5A1A82,14
394,#B9BD8B,131
394,#5A1A82,14
395,#B9BD8B,132
395,#5A1A82,13
396,#B9BD8B,132
396,#5A1A82,11
397,#B9BD8B,136
397,#5A1A82,10
398,#B9BD8B,138
398,#5A1A82,10
399,#B9BD8B,137
399,#5A1A82,10
400,#B9BD8B,136
400,#5A1A82,9
401,#B9BD8B,135
401,#5A1A82,9
402,#B9BD8B,134
402,#5A1A82,9
403,#B9BD8B,131
403,#5A1A82,8
404,#B9BD8B,129
404,#5A1A82,8
405,#B9BD8B,128
405,#5A1A82,7
406,#B9BD8B,130
406,#5A1A82,6
407,#B9BD8B,129
407,#5A1A82,5
408,#B9BD8B,132
408,#5A1A82,5
409,#B9BD8B,134
409,#5A1A82,5
410,#B9BD8B,135
410,#5A1A82,5
411,#B9BD8B,135
411,#5A1A82,5
412,#B9BD8B,135
412,#5A1A82,5
413,#B9BD8B,132
413,#5A1A82,5
414,#B9BD8B,134
414,#5A1A82,6
415,#B9BD8B,137
415,#5A1A82,6
416,#B9BD8B,136
416,#5A1A82,6
417,#B9BD8B,138
417,#5A1A82,5
418,#B9BD8B,135
418,#5A1A82,4
419,#B9BD8B,135
419,#5A1A82,4
420,#B9BD8B,137
420,#5A1A82,4
421,#B9BD8B,140
421,#5A1A82,4
422,#B9BD8B,145
422,#5A1A82,3
423,#B9BD8B,146
423,#5A1A82,3
424,#B9BD8B,147
424,#5A1A82,3
425,#B9BD8B,149
425,#5A1A82,3
426,#B9BD8B,148
426,#5A1A82,3
427,#B9BD8B,148
427,#5A1A82,3
428,#B9BD8B,147
428,#5A1A82,3
429,#B9BD8B,148
429,#5A1A82,3
430,#B9BD8B,150
430,#5A1A82,3
431,#B9BD8B,153
431,#5A1A82,3
432,#B9BD8B,152
432,#5A1A82,3
433,#B9BD8B,153
433,#5A1A82,3
434,#B9BD8B,153
434,#5A1A82,3
435,#B9BD8B,151
435,#5A1A82,2
436,#B9BD8B,151
436,#5A1A82,2
437,#B9BD8B,151
437,#5A1A82,2
438,#B9BD8B,150
438,#5A1A82,2
439,#B9BD8B,153
439,#5A1A82,1
440,#B9BD8B,152
440,#5A1A82,1
441,#B9BD8B,155
441,#5A1A82,1
442,#B9BD8B,153
442,#5A1A82,1
443,#B9BD8B,155
443,#5A1A82,1
444,#B9BD8B,154
444,#5A1A82,1
445,#B9BD8B,154
445,#5A1A82,1
446,#B9BD8B,154
446,#5A1A82,1
447,#B9BD8B,153
447,#5A1A82,1
448,#B9BD8B,150
448,#5A1A82,2
449,#B9BD8B,148
449,#5A1A82,2
450,#B9BD8B,146
450,#5A1A82,2
451,#B9BD8B,147
451,#5A1A82,2
452,#B9BD8B,148
452,#5A1A82,2
453,#B9BD8B,149
453,#5A1A82,2
454,#B9BD8B,149
454,#5A1A82,2
455,#B9BD8B,151
455,#5A1A82,3
456,#B9BD8B,148
456,#5A1A82,3
457,#B9BD8B,152
457,#5A1A82,3
458,#B9BD8B,148
458,#5A1A82,3
459,#B9BD8B,151
459,#5A1A82,3
460,#B9BD8B,152
460,#5A1A82,3
461,#B9BD8B,150
461,#5A1A82,3
462,#B9BD8B,151
462,#5A1A82,3
463,#B9BD8B,148
463,#5A1A82,3
464,#B9BD8B,152
464,#5A1A82,3
465,#B9BD8B,151
465,#5A1A82,3
466,#B9BD8B,153
466,#5A1A82,3
467,#B9BD8B,151
467,#5A1A82,3
468,#B9BD8B,152
468,#5A1A82,2
469,#B9BD8B,152
469,#5A1A82,2
470,#B9BD8B,152
470,#5A1A82,2
471,#B9BD8B,150
471,#5A1A82,2
472,#B9BD8B,149
472,#5A1A82,2
473,#B9BD8B,147
473,#5A1A82,2
474,#B9BD8B,146
474,#5A1A82,2
475,#B9BD8B,144
475,#5A1A82,2
476,#B9BD8B,146
476,#5A1A82,2
477,#B9BD8B,143
477,#5A1A82,2
478,#B9BD8B,144
478,#5A1A82,2
479,#B9BD8B,141
479,#5A1A82,2
480,#B9BD8B,144
480,#5A1A82,2
481,#B9BD8B,146
481,#5A1A82,2
482,#B9BD8B,145
482,#5A1A82,2
483,#B9BD8B,145
483,#5A1A82,2
484,#B9BD8B,141
484,#5A1A82,2
485,#B9BD8B,142
485,#5A1A82,2
486,#B9BD8B,146
486,#5A1A82,2
487,#B9BD8B,149
487,#5A1A82,2
488,#B9BD8B,148
488,#5A1A82,2
489,#B9BD8B,145
489,#5A1A82,2
490,#B9BD8B,144
490,#5A1A82,2
491,#B9BD8B,143
491,#5A1A82,2
492,#B9BD8B,146
492,#5A1A82,2
493,#B9BD8B,141
493,#5A1A82,2
494,#B9BD8B,140
494,#5A1A82,2
495,#B9BD8B,144
495,#5A1A82,2
496,#B9BD8B,145
496,#5A1A82,2
497,#B9BD8B,143
497,#5A1A82,2
498,#B9BD8B,147
498,#5A1A82,2
499,#B9BD8B,150
499,#5A1A82,1
500,#B9BD8B,150
500,#5A1A82,1
501,#B9BD8B,149
501,#5A1A82,1
502,#B9BD8B,150
502,#5A1A82,1
503,#B9BD8B,151
503,#5A1A82,1
504,#B9BD8B,150
504,#5A1A82,1
505,#B9BD8B,150
505,#5A1A82,1
506,#5A1A82,1
506,#B9BD8B,147
507,#B9BD8B,147
508,#B9BD8B,147
509,#B9BD8B,150
510,#B9BD8B,151
511,#B9BD8B,151
512,#B9BD8B,150
513,#B9BD8B,148
514,#B9BD8B,146
515,#B9BD8B,147
516,#B9BD8B,149
517,#B9BD8B,149
518,#B9BD8B,146
519,#B9BD8B,150
520,#B9BD8B,149
521,#B9BD8B,150
522,#B9BD8B,146
523,#B9BD8B,145
524,#B9BD8B,145
525,#B9BD8B,146
526,#B9BD8B,146
527,#B9BD8B,147
528,#B9BD8B,145
529,#B9BD8B,145
530,#B9BD8B,147
531,#B9BD8B,146
532,#B9BD8B,148
533,#B9BD8B,150
534,#B9BD8B,150
535,#B9BD8B,149
536,#B9BD8B,148
537,#B9BD8B,149
538,#B9BD8B,150
539,#B9BD8B,152
540,#B9BD8B,151
