,color,radius,center,age,health,metabolic_cost,direction_pause,cycle,repulsion_weight,attraction_weight,vision_scale,vision_nconsidered,mutational_rate,mutation_information
0,#79F1FA,6.25,[444.0568889   55.49367722],-14.515953616805987,99.22772678854456,-0.03038722381324581,0.07185238341531731,1.496985836307337,1.0,0.972583240207052,2.419381408256372,2.294273601054885,0.0009022055013102392,"[['mutational_rate', 0.3573568958932533, 1, (1e-10, 1, False)], ['direction_pause', 0.30518039912265715, 1, (0, 1, False)], ['cycle', 0.3716740855750758, 1, (0.5000000001, 5, False)], ['repulsion_weight', 0.5146243964198309, 1, (-1, 1, False)], ['attraction_weight', 0.2621341124194463, 1, (-1, 1, False)], ['vision_scale', 0.24359949626294108, 1, (1.01, 20, False)], ['vision_nconsidered', 0.3332289853891403, 1, (1, 100, False)]]"
1,#79F1FA,6.25,[442.56779482  57.87698836],22.014456112059968,45.86843429801964,0.025613041819023526,0.07185238341531731,1.152254964779572,1.0,1.0,2.419381408256372,2.266611859832575,0.00020797552091102926,"[['mutational_rate', 0.8243192888304776, 1, (1e-10, 1, False)], ['direction_pause', 0.9128863241936501, 1, (0, 1, False)], ['cycle', 0.3716740855750758, 1, (0.5000000001, 5, False)], ['repulsion_weight', 0.855296609838631, 1, (-1, 1, False)], ['attraction_weight', 0.2621341124194463, 1, (-1, 1, False)], ['vision_scale', 0.24359949626294108, 1, (1.01, 20, False)], ['vision_nconsidered', 0.3332289853891403, 1, (1, 100, False)]]"
2,#79F1FA,6.25,[453.68961658  55.65921905],-37.442860486746014,83.40882683591853,-0.029204671467059653,0.07185238341531731,1.152254964779572,1.0,1.0,2.419381408256372,2.266611859832575,6.862822060543284e-08,"[['mutational_rate', 0.8243192888304776, 1, (1e-10, 1, False)], ['direction_pause', 0.9128863241936501, 1, (0, 1, False)], ['cycle', 0.3716740855750758, 1, (0.5000000001, 5, False)], ['repulsion_weight', 0.855296609838631, 1, (-1, 1, False)], ['attraction_weight', 0.2621341124194463, 1, (-1, 1, False)], ['vision_scale', 0.24359949626294108, 1, (1.01, 20, False)], ['vision_nconsidered', 0.3332289853891403, 1, (1, 100, False)]]"
3,#79F1FA,6.25,[476.87875715  44.83744617],16.448162532845686,25.786293168779746,0.015080461603077187,0.07185238341531731,1.0531703350189603,1.0,1.0,2.419381408256372,2.266611859832575,0.15610741242592205,"[['mutational_rate', 0.8243192888304776, 1, (1e-10, 1, False)], ['direction_pause', 0.9128863241936501, 1, (0, 1, False)], ['cycle', 0.9403310071219937, 1, (0.5000000001, 5, False)], ['repulsion_weight', 0.9896786515468471, 1, (-1, 1, False)], ['attraction_weight', 0.2621341124194463, 1, (-1, 1, False)], ['vision_scale', 0.24359949626294108, 1, (1.01, 20, False)], ['vision_nconsidered', 0.3332289853891403, 1, (1, 100, False)]]"
4,#79F1FA,6.25,[449.29002446  42.35705112],22.20819914222987,17.580562271351837,0.02612017622238219,0.07185238341531731,1.152254964779572,1.0,1.0,2.419381408256372,2.266611859832575,0.0014280673390390174,"[['mutational_rate', 0.8243192888304776, 1, (1e-10, 1, False)], ['direction_pause', 0.9128863241936501, 1, (0, 1, False)], ['cycle', 0.3716740855750758, 1, (0.5000000001, 5, False)], ['repulsion_weight', 0.855296609838631, 1, (-1, 1, False)], ['attraction_weight', 0.2621341124194463, 1, (-1, 1, False)], ['vision_scale', 0.24359949626294108, 1, (1.01, 20, False)], ['vision_nconsidered', 0.3332289853891403, 1, (1, 100, False)]]"
5,#79F1FA,6.25,[455.2669201   54.81709697],7.280930299126517,26.433654105316933,-0.005545107536715786,0.07185238341531731,1.152254964779572,1.0,1.0,2.419381408256372,2.266611859832575,1.0233749480165745e-08,"[['mutational_rate', 0.8243192888304776, 1, (1e-10, 1, False)], ['direction_pause', 0.9128863241936501, 1, (0, 1, False)], ['cycle', 0.3716740855750758, 1, (0.5000000001, 5, False)], ['repulsion_weight', 0.855296609838631, 1, (-1, 1, False)], ['attraction_weight', 0.2621341124194463, 1, (-1, 1, False)], ['vision_scale', 0.24359949626294108, 1, (1.01, 20, False)], ['vision_nconsidered', 0.3332289853891403, 1, (1, 100, False)]]"
6,#79F1FA,6.25,[453.54824377  52.83791531],23.4935038387486,6.864387028831675,0.029454999232722663,0.07185238341531731,1.152254964779572,1.0,1.0,2.419381408256372,2.266611859832575,0.004708090669398887,"[['mutational_rate', 0.8243192888304776, 1, (1e-10, 1, False)], ['direction_pause', 0.9128863241936501, 1, (0, 1, False)], ['cycle', 0.3716740855750758, 1, (0.5000000001, 5, False)], ['repulsion_weight', 0.855296609838631, 1, (-1, 1, False)], ['attraction_weight', 0.2621341124194463, 1, (-1, 1, False)], ['vision_scale', 0.24359949626294108, 1, (1.01, 20, False)], ['vision_nconsidered', 0.3332289853891403, 1, (1, 100, False)]]"
7,#79F1FA,6.25,[464.7217245   57.35238662],-55.19514933556357,72.42885646255957,-0.009020078764299081,0.07185238341531731,1.0531703350189603,1.0,1.0,2.419381408256372,2.266611859832575,4.706878417468645e-09,"[['mutational_rate', 0.8243192888304776, 1, (1e-10, 1, False)], ['direction_pause', 0.9128863241936501, 1, (0, 1, False)], ['cycle', 0.9403310071219937, 1, (0.5000000001, 5, False)], ['repulsion_weight', 0.9896786515468471, 1, (-1, 1, False)], ['attraction_weight', 0.2621341124194463, 1, (-1, 1, False)], ['vision_scale', 0.24359949626294108, 1, (1.01, 20, False)], ['vision_nconsidered', 0.3332289853891403, 1, (1, 100, False)]]"
8,#79F1FA,6.25,[468.9688664   50.51453196],25.0,-2.233395670963066,0.0666677056271622,0.07185238341531731,1.0531703350189603,1.0,1.0,2.419381408256372,2.266611859832575,6.233762973254829e-05,"[['mutational_rate', 0.8243192888304776, 1, (1e-10, 1, False)], ['direction_pause', 0.9128863241936501, 1, (0, 1, False)], ['cycle', 0.9403310071219937, 1, (0.5000000001, 5, False)], ['repulsion_weight', 0.9896786515468471, 1, (-1, 1, False)], ['attraction_weight', 0.2621341124194463, 1, (-1, 1, False)], ['vision_scale', 0.24359949626294108, 1, (1.01, 20, False)], ['vision_nconsidered', 0.3332289853891403, 1, (1, 100, False)]]"
9,#79F1FA,6.25,[462.50989979  57.74498687],14.589099585669452,6.637894674945648,0.00846869017438235,0.07185238341531731,1.0531703350189603,1.0,1.0,2.419381408256372,2.266611859832575,0.00044652085645591433,"[['mutational_rate', 0.8243192888304776, 1, (1e-10, 1, False)], ['direction_pause', 0.9128863241936501, 1, (0, 1, False)], ['cycle', 0.9403310071219937, 1, (0.5000000001, 5, False)], ['repulsion_weight', 0.9896786515468471, 1, (-1, 1, False)], ['attraction_weight', 0.2621341124194463, 1, (-1, 1, False)], ['vision_scale', 0.24359949626294108, 1, (1.01, 20, False)], ['vision_nconsidered', 0.3332289853891403, 1, (1, 100, False)]]"
